Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,VEGE,Total T_USED (s)
   10, 1.512E+01, 5.821E+02, 2.771E+02, 4.748E+02, 3.766E+02, 1.361E+02, 2.488E+01, 0.000E+00, 7.514E+03, 2.499E+01, 1.902E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.133E+04
   11, 1.919E+01, 6.584E+02, 2.691E+02, 3.879E+02, 3.701E+02, 1.327E+02, 1.770E+01, 0.000E+00, 7.118E+03, 3.511E+01, 2.319E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.133E+04
   12, 2.179E+01, 6.100E+02, 2.729E+02, 3.988E+02, 3.855E+02, 1.318E+02, 1.453E+01, 0.000E+00, 7.131E+03, 4.355E+01, 2.318E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.133E+04
   13, 2.036E+01, 6.195E+02, 2.741E+02, 4.012E+02, 3.885E+02, 1.312E+02, 1.473E+01, 0.000E+00, 7.104E+03, 4.216E+01, 2.332E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.133E+04
   14, 2.119E+01, 6.787E+02, 2.725E+02, 4.367E+02, 3.870E+02, 1.283E+02, 3.877E+01, 0.000E+00, 7.064E+03, 3.359E+01, 2.267E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.133E+04
   15, 1.780E+01, 5.602E+02, 2.769E+02, 4.925E+02, 3.866E+02, 1.387E+02, 6.287E+01, 0.000E+00, 7.829E+03, 8.971E+00, 1.554E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.133E+04
   16, 2.341E+01, 4.907E+02, 2.298E+02, 3.783E+02, 3.481E+02, 1.216E+02, 6.430E+01, 0.000E+00, 8.199E+03, 1.238E+01, 1.460E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.133E+04
   17, 3.651E+01, 4.386E+02, 2.210E+02, 3.699E+02, 3.384E+02, 1.174E+02, 6.876E+01, 0.000E+00, 8.060E+03, 2.385E+01, 1.653E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.133E+04
   18, 4.061E+01, 4.527E+02, 2.179E+02, 3.754E+02, 3.379E+02, 1.163E+02, 7.433E+01, 0.000E+00, 7.847E+03, 2.711E+01, 1.838E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.133E+04
   19, 3.842E+01, 4.333E+02, 2.260E+02, 3.843E+02, 3.233E+02, 1.187E+02, 1.098E+02, 0.000E+00, 7.969E+03, 2.352E+01, 1.701E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.133E+04
   20, 2.158E+01, 5.115E+02, 2.692E+02, 4.522E+02, 3.920E+02, 1.324E+02, 1.038E+02, 0.000E+00, 7.969E+03, 7.292E+00, 1.469E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.133E+04
   21, 2.594E+01, 5.844E+02, 2.638E+02, 4.058E+02, 4.070E+02, 1.328E+02, 8.204E+01, 0.000E+00, 7.647E+03, 1.308E+01, 1.766E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.133E+04
   22, 2.467E+01, 5.216E+02, 2.715E+02, 4.320E+02, 4.089E+02, 1.336E+02, 6.622E+01, 0.000E+00, 7.892E+03, 1.770E+01, 1.559E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.133E+04
   23, 2.417E+01, 5.584E+02, 2.731E+02, 4.248E+02, 4.092E+02, 1.333E+02, 6.580E+01, 0.000E+00, 7.835E+03, 1.848E+01, 1.585E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.133E+04
   24, 2.764E+01, 5.951E+02, 2.688E+02, 4.356E+02, 3.915E+02, 1.289E+02, 1.091E+02, 0.000E+00, 7.742E+03, 1.713E+01, 1.612E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.133E+04
   25, 1.469E+01, 5.022E+02, 2.838E+02, 4.605E+02, 3.780E+02, 1.346E+02, 6.538E+01, 0.000E+00, 8.111E+03, 2.484E+01, 1.352E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.133E+04
   26, 1.949E+01, 5.156E+02, 2.804E+02, 3.845E+02, 3.815E+02, 1.319E+02, 2.810E+01, 0.000E+00, 7.951E+03, 3.471E+01, 1.601E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.133E+04
   27, 2.136E+01, 5.048E+02, 2.812E+02, 3.837E+02, 3.879E+02, 1.335E+02, 2.859E+01, 0.000E+00, 7.975E+03, 4.196E+01, 1.570E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.133E+04
   28, 2.084E+01, 5.115E+02, 2.835E+02, 4.109E+02, 3.951E+02, 1.293E+02, 3.429E+01, 0.000E+00, 7.932E+03, 4.338E+01, 1.567E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.133E+04
   29, 2.249E+01, 6.129E+02, 2.793E+02, 4.164E+02, 3.945E+02, 1.301E+02, 4.916E+01, 0.000E+00, 7.785E+03, 3.265E+01, 1.605E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.133E+04
   30, 2.079E+01, 5.849E+02, 2.726E+02, 4.469E+02, 3.749E+02, 1.341E+02, 3.910E+01, 0.000E+00, 7.504E+03, 2.284E+01, 1.927E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.133E+04
   31, 2.733E+01, 6.275E+02, 2.628E+02, 4.060E+02, 3.796E+02, 1.300E+02, 2.892E+01, 0.000E+00, 7.377E+03, 3.155E+01, 2.056E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.133E+04
   32, 2.983E+01, 6.299E+02, 2.612E+02, 3.829E+02, 3.841E+02, 1.313E+02, 2.304E+01, 0.000E+00, 7.165E+03, 3.760E+01, 2.282E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.133E+04
   33, 2.632E+01, 5.973E+02, 2.622E+02, 3.877E+02, 3.863E+02, 1.281E+02, 2.353E+01, 0.000E+00, 7.265E+03, 3.708E+01, 2.213E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.133E+04
   34, 2.786E+01, 6.740E+02, 2.646E+02, 4.384E+02, 3.810E+02, 1.277E+02, 6.100E+01, 0.000E+00, 6.990E+03, 2.669E+01, 2.336E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.133E+04
   35, 2.249E+01, 5.734E+02, 2.706E+02, 4.512E+02, 3.869E+02, 1.305E+02, 8.953E+01, 0.000E+00, 7.833E+03, 9.897E+00, 1.560E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.133E+04
   36, 3.136E+01, 4.567E+02, 2.067E+02, 3.205E+02, 3.296E+02, 1.111E+02, 6.998E+01, 0.000E+00, 7.915E+03, 1.210E+01, 1.875E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.133E+04
   37, 5.227E+01, 4.504E+02, 1.993E+02, 3.316E+02, 3.273E+02, 1.139E+02, 7.839E+01, 0.000E+00, 7.811E+03, 2.380E+01, 1.939E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.133E+04
   38, 5.498E+01, 4.529E+02, 2.021E+02, 3.389E+02, 3.307E+02, 1.138E+02, 7.760E+01, 0.000E+00, 7.771E+03, 2.861E+01, 1.957E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.133E+04
   39, 4.558E+01, 4.266E+02, 2.035E+02, 3.194E+02, 3.101E+02, 1.148E+02, 1.311E+02, 0.000E+00, 7.897E+03, 2.227E+01, 1.857E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.133E+04
