Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 2.507E+01, 5.918E+02, 2.755E+02, 4.831E+02, 4.044E+02, 1.568E+02, 5.689E+01, 0.000E+00, 2.234E+03, 9.232E+00, 7.322E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.969E+03
    1, 2.238E+01, 6.423E+02, 2.710E+02, 4.788E+02, 4.028E+02, 1.438E+02, 5.077E+01, 0.000E+00, 2.081E+03, 1.051E+01, 8.656E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.969E+03
    2, 2.410E+01, 6.594E+02, 2.742E+02, 4.713E+02, 3.995E+02, 1.454E+02, 4.809E+01, 0.000E+00, 2.042E+03, 1.716E+01, 8.882E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.969E+03
    3, 2.375E+01, 6.414E+02, 2.747E+02, 4.711E+02, 3.982E+02, 1.434E+02, 4.745E+01, 0.000E+00, 2.060E+03, 1.896E+01, 8.905E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.969E+03
    4, 2.732E+01, 6.798E+02, 2.727E+02, 4.663E+02, 3.866E+02, 1.415E+02, 6.102E+01, 0.000E+00, 2.078E+03, 1.685E+01, 8.388E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.969E+03
    5, 1.570E+01, 5.328E+02, 2.838E+02, 5.148E+02, 3.869E+02, 1.453E+02, 3.828E+01, 0.000E+00, 2.256E+03, 2.830E+01, 7.674E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.969E+03
    6, 1.820E+01, 5.693E+02, 2.850E+02, 4.422E+02, 3.782E+02, 1.403E+02, 2.460E+01, 0.000E+00, 2.170E+03, 3.854E+01, 9.027E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.969E+03
    7, 2.000E+01, 5.728E+02, 2.856E+02, 4.435E+02, 3.869E+02, 1.430E+02, 2.447E+01, 0.000E+00, 2.166E+03, 4.727E+01, 8.795E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.969E+03
    8, 1.979E+01, 5.722E+02, 2.864E+02, 4.469E+02, 3.808E+02, 1.404E+02, 2.789E+01, 0.000E+00, 2.161E+03, 4.712E+01, 8.864E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.969E+03
    9, 2.132E+01, 6.620E+02, 2.824E+02, 4.797E+02, 3.893E+02, 1.422E+02, 3.571E+01, 0.000E+00, 2.069E+03, 3.649E+01, 8.505E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.969E+03
   10, 1.887E+01, 6.697E+02, 2.747E+02, 4.867E+02, 3.728E+02, 1.423E+02, 3.115E+01, 0.000E+00, 1.963E+03, 2.640E+01, 9.830E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.969E+03
   11, 2.200E+01, 6.762E+02, 2.646E+02, 4.195E+02, 3.718E+02, 1.396E+02, 2.163E+01, 0.000E+00, 1.850E+03, 3.732E+01, 1.166E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.969E+03
   12, 2.223E+01, 6.498E+02, 2.682E+02, 4.117E+02, 3.750E+02, 1.407E+02, 2.069E+01, 0.000E+00, 1.914E+03, 4.262E+01, 1.124E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.969E+03
   13, 2.193E+01, 6.518E+02, 2.744E+02, 4.652E+02, 3.881E+02, 1.401E+02, 1.998E+01, 0.000E+00, 1.898E+03, 4.315E+01, 1.066E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.969E+03
   14, 2.389E+01, 7.059E+02, 2.674E+02, 4.262E+02, 3.757E+02, 1.338E+02, 3.890E+01, 0.000E+00, 1.829E+03, 3.408E+01, 1.135E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.969E+03
   15, 2.166E+01, 6.198E+02, 2.739E+02, 4.916E+02, 3.825E+02, 1.453E+02, 5.157E+01, 0.000E+00, 2.137E+03, 9.198E+00, 8.359E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.969E+03
   16, 2.609E+01, 5.609E+02, 2.239E+02, 3.712E+02, 3.333E+02, 1.190E+02, 5.611E+01, 0.000E+00, 2.100E+03, 1.179E+01, 1.166E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.969E+03
   17, 3.589E+01, 5.709E+02, 2.258E+02, 3.787E+02, 3.267E+02, 1.228E+02, 5.516E+01, 0.000E+00, 2.099E+03, 2.066E+01, 1.134E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.969E+03
   18, 3.695E+01, 5.670E+02, 2.203E+02, 3.608E+02, 3.353E+02, 1.171E+02, 5.852E+01, 0.000E+00, 2.045E+03, 2.380E+01, 1.204E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.969E+03
   19, 4.139E+01, 5.383E+02, 2.261E+02, 3.664E+02, 3.000E+02, 1.184E+02, 7.804E+01, 0.000E+00, 2.155E+03, 2.353E+01, 1.122E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.969E+03
   20, 2.040E+01, 5.744E+02, 2.732E+02, 4.612E+02, 4.016E+02, 1.467E+02, 5.978E+01, 0.000E+00, 2.227E+03, 8.322E+00, 7.962E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.969E+03
   21, 2.432E+01, 6.383E+02, 2.677E+02, 4.367E+02, 4.154E+02, 1.432E+02, 3.985E+01, 0.000E+00, 2.133E+03, 1.401E+01, 8.565E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.969E+03
   22, 2.343E+01, 6.726E+02, 2.756E+02, 4.469E+02, 4.133E+02, 1.450E+02, 3.874E+01, 0.000E+00, 2.056E+03, 1.951E+01, 8.781E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.969E+03
   23, 2.282E+01, 6.766E+02, 2.764E+02, 4.495E+02, 4.125E+02, 1.449E+02, 3.832E+01, 0.000E+00, 2.046E+03, 1.916E+01, 8.827E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.969E+03
   24, 2.660E+01, 6.949E+02, 2.768E+02, 4.270E+02, 3.979E+02, 1.407E+02, 6.359E+01, 0.000E+00, 2.126E+03, 1.978E+01, 7.959E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.969E+03
