Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,VEGE,Total T_USED (s)
   25, 1.472E+01, 5.280E+02, 2.880E+02, 4.907E+02, 3.905E+02, 1.446E+02, 2.906E+01, 0.000E+00, 2.301E+03, 2.743E+01, 7.548E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.969E+03
   26, 1.796E+01, 5.779E+02, 2.827E+02, 4.324E+02, 3.923E+02, 1.427E+02, 1.583E+01, 0.000E+00, 2.204E+03, 3.716E+01, 8.658E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.969E+03
   27, 1.956E+01, 6.144E+02, 2.842E+02, 4.284E+02, 3.972E+02, 1.454E+02, 1.645E+01, 0.000E+00, 2.161E+03, 4.482E+01, 8.573E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.969E+03
   28, 1.939E+01, 6.018E+02, 2.856E+02, 4.404E+02, 3.991E+02, 1.423E+02, 1.696E+01, 0.000E+00, 2.166E+03, 4.336E+01, 8.538E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.969E+03
   29, 2.156E+01, 6.220E+02, 2.807E+02, 4.492E+02, 4.012E+02, 1.421E+02, 3.021E+01, 0.000E+00, 2.160E+03, 3.457E+01, 8.276E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.969E+03
   30, 1.868E+01, 6.799E+02, 2.749E+02, 4.927E+02, 3.876E+02, 1.428E+02, 2.613E+01, 0.000E+00, 2.011E+03, 2.531E+01, 9.103E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.969E+03
   31, 2.056E+01, 6.384E+02, 2.635E+02, 4.191E+02, 3.783E+02, 1.388E+02, 1.688E+01, 0.000E+00, 2.026E+03, 3.389E+01, 1.033E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.969E+03
   32, 2.277E+01, 6.553E+02, 2.676E+02, 4.175E+02, 3.869E+02, 1.435E+02, 1.649E+01, 0.000E+00, 1.881E+03, 4.215E+01, 1.136E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.969E+03
   33, 2.283E+01, 6.504E+02, 2.722E+02, 4.676E+02, 3.970E+02, 1.409E+02, 1.619E+01, 0.000E+00, 1.903E+03, 4.265E+01, 1.056E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.969E+03
   34, 2.497E+01, 7.083E+02, 2.655E+02, 4.539E+02, 3.889E+02, 1.363E+02, 3.158E+01, 0.000E+00, 1.872E+03, 3.291E+01, 1.054E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.969E+03
   35, 1.965E+01, 6.292E+02, 2.740E+02, 4.490E+02, 3.905E+02, 1.425E+02, 5.278E+01, 0.000E+00, 2.169E+03, 1.039E+01, 8.319E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.969E+03
   36, 2.547E+01, 5.630E+02, 2.286E+02, 3.655E+02, 3.602E+02, 1.212E+02, 4.000E+01, 0.000E+00, 2.238E+03, 1.266E+01, 1.014E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.969E+03
   37, 3.471E+01, 5.616E+02, 2.112E+02, 3.511E+02, 3.372E+02, 1.175E+02, 4.494E+01, 0.000E+00, 2.123E+03, 2.120E+01, 1.166E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.969E+03
   38, 4.001E+01, 5.532E+02, 2.054E+02, 3.470E+02, 3.345E+02, 1.114E+02, 5.101E+01, 0.000E+00, 2.079E+03, 2.604E+01, 1.221E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.969E+03
   39, 4.441E+01, 5.260E+02, 2.103E+02, 3.395E+02, 3.098E+02, 1.139E+02, 8.061E+01, 0.000E+00, 2.153E+03, 2.388E+01, 1.167E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.969E+03
