Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,VEGE,Total T_USED (s)
   10, 1.642E+01, 6.743E+02, 2.986E+02, 5.710E+02, 4.576E+02, 1.631E+02, 2.901E+01, 0.000E+00, 1.188E+04, 2.878E+01, 1.333E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.545E+04
   11, 2.278E+01, 7.619E+02, 2.859E+02, 4.432E+02, 4.415E+02, 1.588E+02, 1.613E+01, 0.000E+00, 1.135E+04, 4.105E+01, 1.929E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.545E+04
   12, 2.503E+01, 6.941E+02, 2.917E+02, 4.859E+02, 4.703E+02, 1.598E+02, 1.038E+01, 0.000E+00, 1.141E+04, 4.606E+01, 1.857E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.545E+04
   13, 2.025E+01, 7.455E+02, 2.937E+02, 4.460E+02, 4.461E+02, 1.573E+02, 1.167E+01, 0.000E+00, 1.127E+04, 4.648E+01, 2.013E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.545E+04
   14, 1.921E+01, 7.781E+02, 2.897E+02, 4.961E+02, 4.443E+02, 1.501E+02, 4.754E+01, 0.000E+00, 1.114E+04, 3.910E+01, 2.043E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.545E+04
   15, 2.193E+01, 6.125E+02, 2.981E+02, 5.757E+02, 4.645E+02, 1.689E+02, 7.384E+01, 0.000E+00, 1.236E+04, 1.047E+01, 8.615E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.545E+04
   16, 3.073E+01, 5.428E+02, 2.371E+02, 4.286E+02, 4.054E+02, 1.433E+02, 6.695E+01, 0.000E+00, 1.219E+04, 1.523E+01, 1.390E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.545E+04
   17, 3.776E+01, 4.972E+02, 2.487E+02, 4.536E+02, 4.249E+02, 1.454E+02, 6.457E+01, 0.000E+00, 1.244E+04, 2.354E+01, 1.119E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.545E+04
   18, 3.038E+01, 4.656E+02, 2.506E+02, 4.610E+02, 4.295E+02, 1.423E+02, 6.415E+01, 0.000E+00, 1.256E+04, 2.601E+01, 1.023E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.545E+04
   19, 3.220E+01, 5.162E+02, 2.682E+02, 4.454E+02, 4.187E+02, 1.532E+02, 1.110E+02, 0.000E+00, 1.257E+04, 2.285E+01, 9.096E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.545E+04
   20, 3.411E+01, 4.946E+02, 2.607E+02, 4.235E+02, 3.501E+02, 1.314E+02, 1.470E+02, 0.000E+00, 9.363E+03, 7.322E+00, 4.240E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.545E+04
   21, 4.006E+01, 5.304E+02, 2.588E+02, 3.920E+02, 3.586E+02, 1.331E+02, 1.114E+02, 0.000E+00, 9.172E+03, 1.340E+01, 4.442E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.545E+04
   22, 3.681E+01, 4.846E+02, 2.627E+02, 3.857E+02, 3.621E+02, 1.316E+02, 9.708E+01, 0.000E+00, 9.329E+03, 1.518E+01, 4.347E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.545E+04
   23, 3.621E+01, 5.751E+02, 2.644E+02, 3.835E+02, 3.589E+02, 1.317E+02, 9.458E+01, 0.000E+00, 8.934E+03, 1.689E+01, 4.657E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.545E+04
   24, 4.182E+01, 5.566E+02, 2.607E+02, 3.921E+02, 3.527E+02, 1.270E+02, 1.522E+02, 0.000E+00, 9.110E+03, 1.589E+01, 4.443E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.545E+04
   25, 2.747E+01, 4.891E+02, 2.710E+02, 4.359E+02, 3.261E+02, 1.310E+02, 1.104E+02, 0.000E+00, 9.473E+03, 2.313E+01, 4.165E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.545E+04
   26, 3.651E+01, 5.016E+02, 2.701E+02, 3.521E+02, 3.242E+02, 1.301E+02, 7.003E+01, 0.000E+00, 9.327E+03, 3.362E+01, 4.407E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.545E+04
   27, 3.775E+01, 4.899E+02, 2.742E+02, 4.012E+02, 3.437E+02, 1.289E+02, 6.971E+01, 0.000E+00, 9.351E+03, 4.032E+01, 4.316E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.545E+04
   28, 3.327E+01, 5.043E+02, 2.729E+02, 3.511E+02, 3.241E+02, 1.229E+02, 7.834E+01, 0.000E+00, 9.280E+03, 4.127E+01, 4.443E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.545E+04
   29, 3.568E+01, 5.691E+02, 2.694E+02, 4.295E+02, 3.364E+02, 1.275E+02, 9.563E+01, 0.000E+00, 9.082E+03, 3.214E+01, 4.474E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.545E+04
   30, 3.881E+01, 5.061E+02, 2.632E+02, 4.425E+02, 3.248E+02, 1.321E+02, 8.531E+01, 0.000E+00, 9.206E+03, 2.129E+01, 4.432E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.545E+04
   31, 5.546E+01, 6.386E+02, 2.542E+02, 3.737E+02, 3.241E+02, 1.307E+02, 7.161E+01, 0.000E+00, 8.536E+03, 3.757E+01, 5.030E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.545E+04
   32, 5.215E+01, 5.910E+02, 2.569E+02, 3.397E+02, 3.237E+02, 1.298E+02, 6.381E+01, 0.000E+00, 8.582E+03, 3.723E+01, 5.075E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.545E+04
   33, 5.226E+01, 6.392E+02, 2.573E+02, 3.839E+02, 3.241E+02, 1.298E+02, 6.327E+01, 0.000E+00, 8.439E+03, 3.827E+01, 5.125E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.545E+04
   34, 4.810E+01, 6.409E+02, 2.562E+02, 3.914E+02, 3.203E+02, 1.270E+02, 1.052E+02, 0.000E+00, 8.562E+03, 3.529E+01, 4.966E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.545E+04
   35, 3.642E+01, 5.229E+02, 2.613E+02, 4.316E+02, 3.422E+02, 1.288E+02, 1.283E+02, 0.000E+00, 9.273E+03, 8.212E+00, 4.319E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.545E+04
   36, 6.540E+01, 4.089E+02, 1.925E+02, 3.218E+02, 2.615E+02, 1.172E+02, 1.202E+02, 0.000E+00, 9.234E+03, 6.264E+00, 4.724E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.545E+04
   37, 7.312E+01, 4.401E+02, 1.963E+02, 3.197E+02, 2.725E+02, 1.155E+02, 1.291E+02, 0.000E+00, 8.964E+03, 8.219E+00, 4.933E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.545E+04
   38, 7.283E+01, 4.377E+02, 1.948E+02, 3.149E+02, 2.798E+02, 1.166E+02, 1.276E+02, 0.000E+00, 9.008E+03, 1.121E+01, 4.889E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.545E+04
   39, 6.259E+01, 4.045E+02, 1.977E+02, 2.912E+02, 2.498E+02, 1.117E+02, 1.829E+02, 0.000E+00, 9.257E+03, 1.043E+01, 4.684E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.545E+04
