Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,VEGE,Total T_USED (s)
   10, 2.363E+01, 5.987E+02, 2.761E+02, 4.865E+02, 3.758E+02, 1.392E+02, 3.025E+01, 0.000E+00, 3.867E+03, 2.567E+01, 1.006E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 6.829E+03
   11, 2.901E+01, 6.601E+02, 2.668E+02, 4.028E+02, 3.754E+02, 1.353E+02, 2.253E+01, 0.000E+00, 3.698E+03, 3.562E+01, 1.203E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 6.829E+03
   12, 3.518E+01, 6.251E+02, 2.722E+02, 4.289E+02, 3.946E+02, 1.366E+02, 1.908E+01, 0.000E+00, 3.588E+03, 4.039E+01, 1.289E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 6.829E+03
   13, 3.118E+01, 6.237E+02, 2.739E+02, 4.250E+02, 3.934E+02, 1.347E+02, 1.891E+01, 0.000E+00, 3.590E+03, 4.161E+01, 1.297E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 6.829E+03
   14, 2.933E+01, 6.903E+02, 2.709E+02, 4.322E+02, 3.899E+02, 1.295E+02, 3.609E+01, 0.000E+00, 3.556E+03, 3.279E+01, 1.262E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 6.829E+03
   15, 2.814E+01, 5.179E+02, 2.759E+02, 5.018E+02, 3.955E+02, 1.414E+02, 5.965E+01, 0.000E+00, 4.142E+03, 8.784E+00, 7.578E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 6.829E+03
   16, 4.166E+01, 5.299E+02, 2.151E+02, 3.691E+02, 3.396E+02, 1.179E+02, 6.464E+01, 0.000E+00, 3.801E+03, 1.211E+01, 1.338E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 6.829E+03
   17, 4.825E+01, 5.274E+02, 2.144E+02, 3.698E+02, 3.466E+02, 1.207E+02, 6.489E+01, 0.000E+00, 3.803E+03, 2.511E+01, 1.309E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 6.829E+03
   18, 5.142E+01, 5.239E+02, 2.142E+02, 3.719E+02, 3.503E+02, 1.192E+02, 6.335E+01, 0.000E+00, 3.820E+03, 2.848E+01, 1.286E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 6.829E+03
   19, 4.901E+01, 4.646E+02, 2.202E+02, 3.709E+02, 3.266E+02, 1.205E+02, 9.255E+01, 0.000E+00, 4.023E+03, 2.448E+01, 1.137E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 6.829E+03
   20, 3.145E+01, 5.387E+02, 2.675E+02, 4.433E+02, 3.760E+02, 1.369E+02, 8.703E+01, 0.000E+00, 4.085E+03, 7.455E+00, 8.554E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 6.829E+03
   21, 3.583E+01, 5.897E+02, 2.625E+02, 4.055E+02, 3.902E+02, 1.375E+02, 6.509E+01, 0.000E+00, 3.981E+03, 1.369E+01, 9.478E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 6.829E+03
   22, 3.476E+01, 5.872E+02, 2.685E+02, 4.162E+02, 3.940E+02, 1.369E+02, 6.448E+01, 0.000E+00, 3.974E+03, 1.721E+01, 9.363E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 6.829E+03
   23, 3.178E+01, 6.058E+02, 2.700E+02, 4.150E+02, 3.887E+02, 1.369E+02, 6.792E+01, 0.000E+00, 3.948E+03, 1.787E+01, 9.475E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 6.829E+03
   24, 4.223E+01, 6.230E+02, 2.661E+02, 4.089E+02, 3.771E+02, 1.325E+02, 9.335E+01, 0.000E+00, 3.983E+03, 1.649E+01, 8.864E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 6.829E+03
   25, 2.480E+01, 4.961E+02, 2.814E+02, 4.628E+02, 3.617E+02, 1.384E+02, 4.132E+01, 0.000E+00, 4.198E+03, 2.464E+01, 7.997E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 6.829E+03
   26, 3.257E+01, 5.118E+02, 2.763E+02, 3.878E+02, 3.674E+02, 1.349E+02, 2.553E+01, 0.000E+00, 4.121E+03, 3.462E+01, 9.369E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 6.829E+03
   27, 3.043E+01, 5.520E+02, 2.786E+02, 4.046E+02, 3.802E+02, 1.367E+02, 2.782E+01, 0.000E+00, 4.064E+03, 4.130E+01, 9.137E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 6.829E+03
   28, 3.534E+01, 5.207E+02, 2.786E+02, 4.095E+02, 3.747E+02, 1.333E+02, 2.635E+01, 0.000E+00, 4.105E+03, 4.092E+01, 9.044E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 6.829E+03
   29, 3.162E+01, 6.066E+02, 2.755E+02, 4.223E+02, 3.747E+02, 1.329E+02, 4.922E+01, 0.000E+00, 4.000E+03, 3.245E+01, 9.039E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 6.829E+03
   30, 3.447E+01, 5.878E+02, 2.690E+02, 4.664E+02, 3.569E+02, 1.349E+02, 4.018E+01, 0.000E+00, 3.935E+03, 2.309E+01, 9.815E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 6.829E+03
   31, 3.625E+01, 6.673E+02, 2.590E+02, 4.005E+02, 3.624E+02, 1.322E+02, 2.920E+01, 0.000E+00, 3.711E+03, 3.139E+01, 1.200E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 6.829E+03
   32, 4.289E+01, 6.517E+02, 2.620E+02, 3.928E+02, 3.670E+02, 1.337E+02, 2.673E+01, 0.000E+00, 3.616E+03, 4.014E+01, 1.296E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 6.829E+03
   33, 3.668E+01, 6.223E+02, 2.680E+02, 4.222E+02, 3.728E+02, 1.325E+02, 2.774E+01, 0.000E+00, 3.746E+03, 3.942E+01, 1.162E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 6.829E+03
   34, 4.034E+01, 6.786E+02, 2.618E+02, 4.441E+02, 3.671E+02, 1.304E+02, 4.470E+01, 0.000E+00, 3.636E+03, 3.095E+01, 1.195E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 6.829E+03
   35, 3.124E+01, 5.268E+02, 2.674E+02, 4.339E+02, 3.676E+02, 1.334E+02, 8.195E+01, 0.000E+00, 4.124E+03, 9.156E+00, 8.540E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 6.829E+03
   36, 4.915E+01, 5.262E+02, 2.062E+02, 3.411E+02, 3.223E+02, 1.176E+02, 5.346E+01, 0.000E+00, 3.962E+03, 1.371E+01, 1.237E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 6.829E+03
   37, 5.588E+01, 5.204E+02, 1.986E+02, 3.394E+02, 3.201E+02, 1.168E+02, 5.753E+01, 0.000E+00, 3.872E+03, 2.365E+01, 1.324E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 6.829E+03
   38, 5.739E+01, 5.233E+02, 2.001E+02, 3.361E+02, 3.235E+02, 1.131E+02, 5.468E+01, 0.000E+00, 3.880E+03, 2.883E+01, 1.312E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 6.829E+03
   39, 5.703E+01, 4.367E+02, 2.011E+02, 3.179E+02, 3.016E+02, 1.133E+02, 1.042E+02, 0.000E+00, 4.079E+03, 2.438E+01, 1.194E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 6.829E+03
