s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_REAC_FUEL,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000,-2.5329150E-005,-1.2685425E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.5330419E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0015056E+000, 3.7744674E+001,-1.2828309E+001, 5.1683154E-001,-3.4064830E-001,-7.2177422E-002, 0.0000000E+000, 0.0000000E+000, 2.4510785E+001, 2.5020371E+001, 0.0000000E+000, 1.0840002E-003, 0.0000000E+000
 2.0004086E+000, 9.7078150E+001,-3.1261737E+001,-4.3861028E-001,-5.9267310E-001,-2.1017651E-001, 0.0000000E+000, 0.0000000E+000, 6.4656273E+001, 6.4574953E+001, 0.0000000E+000, 2.1963946E-003, 0.0000000E+000
 3.0017726E+000, 1.1804659E+002,-3.8261882E+001,-8.1520091E+001,-8.0700725E-001,-2.5901623E-001, 0.0000000E+000, 0.0000000E+000,-2.2544023E+000,-2.8014027E+000, 0.0000000E+000, 2.4247897E-003, 0.0000000E+000
 4.0004053E+000, 1.1760228E+002,-3.8006514E+001,-6.4381647E+001,-6.6981472E-001,-2.5949444E-001, 0.0000000E+000, 0.0000000E+000, 1.4654276E+001, 1.4284811E+001, 0.0000000E+000, 2.4580089E-003, 0.0000000E+000
 5.0002894E+000, 1.1746941E+002,-3.8160113E+001,-8.6970212E+001,-7.1140048E-001,-2.5860113E-001, 0.0000000E+000, 0.0000000E+000,-8.1473721E+000,-8.6309133E+000, 0.0000000E+000, 2.4625440E-003, 0.0000000E+000
 6.0002284E+000, 1.1624283E+002,-3.7601451E+001,-8.2109144E+001,-7.4910398E-001,-2.5478775E-001, 0.0000000E+000, 0.0000000E+000,-3.9994726E+000,-4.4716526E+000, 0.0000000E+000, 2.4631601E-003, 0.0000000E+000
 7.0009871E+000, 1.1669751E+002,-3.7796801E+001,-8.4010147E+001,-6.9873000E-001,-2.4583840E-001, 0.0000000E+000, 0.0000000E+000,-5.5750400E+000,-6.0540104E+000, 0.0000000E+000, 2.4632435E-003, 0.0000000E+000
 8.0010662E+000, 1.2159160E+002,-3.9394275E+001,-7.8283892E+001,-6.6918391E-001,-2.5377740E-001, 0.0000000E+000, 0.0000000E+000, 3.6354186E+000, 2.9904674E+000, 0.0000000E+000, 2.4632547E-003, 0.0000000E+000
 9.0015774E+000, 1.1990773E+002,-3.8806906E+001,-8.3160217E+001,-6.9463527E-001,-2.5731319E-001, 0.0000000E+000, 0.0000000E+000,-2.4756051E+000,-3.0113462E+000, 0.0000000E+000, 2.4632563E-003, 0.0000000E+000
 1.0000823E+001, 1.1914681E+002,-3.8629687E+001,-8.1184396E+001,-7.1323984E-001,-2.5743694E-001, 0.0000000E+000, 0.0000000E+000,-1.0547507E+000,-1.6379495E+000, 0.0000000E+000, 2.4632565E-003, 0.0000000E+000
 1.1001494E+001, 1.1844750E+002,-3.8503429E+001,-7.9440086E+001,-6.7348009E-001,-2.5951152E-001, 0.0000000E+000, 0.0000000E+000,-9.3348619E-002,-4.2901008E-001, 0.0000000E+000, 2.4632565E-003, 0.0000000E+000
 1.2000440E+001, 1.1852014E+002,-3.8364799E+001,-8.2729695E+001,-6.6033640E-001,-2.5327800E-001, 0.0000000E+000, 0.0000000E+000,-2.9349197E+000,-3.4879640E+000, 0.0000000E+000, 2.4632565E-003, 0.0000000E+000
 1.3000108E+001, 1.1842162E+002,-3.8373265E+001,-7.4497199E+001,-6.8851189E-001,-2.5739167E-001, 0.0000000E+000, 0.0000000E+000, 5.3381608E+000, 4.6052525E+000, 0.0000000E+000, 2.4632565E-003, 0.0000000E+000
 1.4000333E+001, 1.2033335E+002,-3.8983118E+001,-7.3688436E+001,-7.7758781E-001,-2.5348961E-001, 0.0000000E+000, 0.0000000E+000, 7.1901073E+000, 6.6307236E+000, 0.0000000E+000, 2.4632565E-003, 0.0000000E+000
 1.5000000E+001, 1.1738686E+002,-3.8094938E+001,-8.5311602E+001,-6.6153331E-001,-2.5480510E-001, 0.0000000E+000, 0.0000000E+000,-6.4413883E+000,-6.9360196E+000, 0.0000000E+000, 2.4632565E-003, 0.0000000E+000
