Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,VEGE,Total T_USED (s)
   10, 2.616E+01, 7.352E+02, 3.105E+02, 6.122E+02, 5.006E+02, 1.795E+02, 5.208E+01, 0.000E+00, 1.901E+04, 3.092E+01, 1.866E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.332E+04
   11, 2.835E+01, 7.923E+02, 3.042E+02, 5.105E+02, 4.936E+02, 1.753E+02, 2.777E+01, 0.000E+00, 1.835E+04, 4.304E+01, 2.588E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.332E+04
   12, 3.083E+01, 7.563E+02, 3.064E+02, 5.031E+02, 4.980E+02, 1.758E+02, 2.004E+01, 0.000E+00, 1.817E+04, 4.917E+01, 2.808E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.332E+04
   13, 2.867E+01, 7.602E+02, 3.087E+02, 5.246E+02, 5.128E+02, 1.751E+02, 1.952E+01, 0.000E+00, 1.816E+04, 4.984E+01, 2.777E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.332E+04
   14, 3.112E+01, 8.454E+02, 3.023E+02, 5.472E+02, 4.970E+02, 1.676E+02, 7.979E+01, 0.000E+00, 1.760E+04, 4.112E+01, 3.206E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.332E+04
   15, 2.881E+01, 6.571E+02, 3.126E+02, 6.150E+02, 5.035E+02, 1.843E+02, 1.255E+02, 0.000E+00, 1.978E+04, 1.123E+01, 1.100E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.332E+04
   16, 3.248E+01, 5.434E+02, 2.820E+02, 4.948E+02, 4.773E+02, 1.723E+02, 7.805E+01, 0.000E+00, 1.996E+04, 1.405E+01, 1.267E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.332E+04
   17, 3.463E+01, 5.622E+02, 2.814E+02, 4.864E+02, 4.707E+02, 1.709E+02, 8.971E+01, 0.000E+00, 1.983E+04, 2.261E+01, 1.365E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.332E+04
   18, 3.878E+01, 5.493E+02, 2.757E+02, 4.779E+02, 4.660E+02, 1.667E+02, 8.853E+01, 0.000E+00, 1.985E+04, 2.607E+01, 1.375E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.332E+04
   19, 4.661E+01, 5.214E+02, 2.717E+02, 4.699E+02, 4.303E+02, 1.655E+02, 1.746E+02, 0.000E+00, 2.003E+04, 2.448E+01, 1.181E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.332E+04
   20, 4.928E+01, 4.981E+02, 2.602E+02, 4.196E+02, 3.399E+02, 1.315E+02, 2.395E+02, 0.000E+00, 1.258E+04, 7.049E+00, 8.797E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.332E+04
   21, 5.594E+01, 5.873E+02, 2.533E+02, 3.739E+02, 3.460E+02, 1.291E+02, 1.967E+02, 0.000E+00, 1.138E+04, 1.237E+01, 9.981E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.332E+04
   22, 5.302E+01, 4.834E+02, 2.676E+02, 4.014E+02, 3.508E+02, 1.312E+02, 1.786E+02, 0.000E+00, 1.236E+04, 1.415E+01, 9.074E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.332E+04
   23, 5.105E+01, 5.665E+02, 2.640E+02, 3.656E+02, 3.534E+02, 1.299E+02, 1.792E+02, 0.000E+00, 1.162E+04, 1.510E+01, 9.774E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.332E+04
   24, 6.001E+01, 5.063E+02, 2.643E+02, 4.225E+02, 3.416E+02, 1.296E+02, 2.508E+02, 0.000E+00, 1.236E+04, 1.646E+01, 8.971E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.332E+04
   25, 4.362E+01, 5.157E+02, 2.694E+02, 4.127E+02, 3.138E+02, 1.295E+02, 1.858E+02, 0.000E+00, 1.230E+04, 2.299E+01, 9.126E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.332E+04
   26, 5.212E+01, 5.087E+02, 2.731E+02, 3.882E+02, 3.314E+02, 1.298E+02, 1.390E+02, 0.000E+00, 1.222E+04, 3.391E+01, 9.239E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.332E+04
   27, 5.310E+01, 5.536E+02, 2.741E+02, 3.721E+02, 3.369E+02, 1.285E+02, 1.392E+02, 0.000E+00, 1.188E+04, 3.909E+01, 9.542E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.332E+04
   28, 5.064E+01, 4.954E+02, 2.751E+02, 4.002E+02, 3.380E+02, 1.252E+02, 1.450E+02, 0.000E+00, 1.238E+04, 3.927E+01, 9.073E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.332E+04
   29, 5.247E+01, 5.607E+02, 2.729E+02, 3.813E+02, 3.352E+02, 1.258E+02, 1.579E+02, 0.000E+00, 1.185E+04, 3.008E+01, 9.552E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.332E+04
   30, 5.469E+01, 4.928E+02, 2.631E+02, 4.695E+02, 3.186E+02, 1.348E+02, 1.625E+02, 0.000E+00, 1.212E+04, 2.193E+01, 9.284E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.332E+04
   31, 6.883E+01, 5.989E+02, 2.451E+02, 3.549E+02, 3.122E+02, 1.280E+02, 1.427E+02, 0.000E+00, 1.117E+04, 3.539E+01, 1.027E+04, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.332E+04
   32, 7.102E+01, 5.090E+02, 2.586E+02, 3.796E+02, 3.195E+02, 1.320E+02, 1.311E+02, 0.000E+00, 1.178E+04, 4.011E+01, 9.697E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.332E+04
   33, 6.896E+01, 6.294E+02, 2.519E+02, 3.575E+02, 3.218E+02, 1.289E+02, 1.313E+02, 0.000E+00, 1.076E+04, 3.996E+01, 1.063E+04, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.332E+04
   34, 6.600E+01, 6.479E+02, 2.592E+02, 3.911E+02, 3.110E+02, 1.286E+02, 1.842E+02, 0.000E+00, 1.065E+04, 3.733E+01, 1.064E+04, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.332E+04
   35, 5.268E+01, 5.423E+02, 2.623E+02, 4.302E+02, 3.320E+02, 1.251E+02, 2.180E+02, 0.000E+00, 1.209E+04, 7.700E+00, 9.261E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.332E+04
   36, 7.863E+01, 4.101E+02, 2.064E+02, 3.264E+02, 2.597E+02, 1.094E+02, 1.951E+02, 0.000E+00, 1.219E+04, 5.966E+00, 9.533E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.332E+04
   37, 8.535E+01, 3.991E+02, 1.904E+02, 3.166E+02, 2.531E+02, 1.049E+02, 2.090E+02, 0.000E+00, 1.215E+04, 8.359E+00, 9.605E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.332E+04
   38, 8.881E+01, 4.041E+02, 1.972E+02, 3.285E+02, 2.536E+02, 1.047E+02, 2.073E+02, 0.000E+00, 1.219E+04, 1.049E+01, 9.532E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.332E+04
   39, 9.048E+01, 3.939E+02, 1.999E+02, 3.138E+02, 2.453E+02, 1.043E+02, 2.769E+02, 0.000E+00, 1.228E+04, 8.534E+00, 9.401E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.332E+04
