Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 3.159E+01, 5.342E+02, 2.800E+02, 5.144E+02, 4.126E+02, 1.389E+02, 8.914E+01, 0.000E+00, 8.112E+03, 8.486E+00, 1.488E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.161E+04
    1, 3.414E+01, 5.695E+02, 2.760E+02, 4.738E+02, 4.249E+02, 1.379E+02, 6.205E+01, 0.000E+00, 7.908E+03, 1.080E+01, 1.712E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.161E+04
    2, 3.370E+01, 5.691E+02, 2.821E+02, 4.834E+02, 4.277E+02, 1.400E+02, 5.642E+01, 0.000E+00, 7.848E+03, 1.516E+01, 1.754E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.161E+04
    3, 3.378E+01, 6.239E+02, 2.826E+02, 4.685E+02, 4.249E+02, 1.389E+02, 5.623E+01, 0.000E+00, 7.735E+03, 1.936E+01, 1.827E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.161E+04
    4, 3.824E+01, 6.148E+02, 2.787E+02, 5.108E+02, 4.108E+02, 1.367E+02, 1.012E+02, 0.000E+00, 7.852E+03, 1.566E+01, 1.651E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.161E+04
    5, 2.744E+01, 5.250E+02, 2.891E+02, 5.211E+02, 4.034E+02, 1.418E+02, 4.539E+01, 0.000E+00, 8.153E+03, 2.727E+01, 1.476E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.161E+04
    6, 2.887E+01, 5.281E+02, 2.917E+02, 4.239E+02, 3.941E+02, 1.347E+02, 2.493E+01, 0.000E+00, 7.979E+03, 3.755E+01, 1.767E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.161E+04
    7, 3.216E+01, 5.388E+02, 2.922E+02, 4.160E+02, 4.008E+02, 1.370E+02, 2.476E+01, 0.000E+00, 7.968E+03, 4.499E+01, 1.755E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.161E+04
    8, 2.622E+01, 5.576E+02, 2.929E+02, 4.431E+02, 4.154E+02, 1.353E+02, 2.945E+01, 0.000E+00, 7.898E+03, 4.580E+01, 1.766E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.161E+04
    9, 3.391E+01, 6.238E+02, 2.880E+02, 4.674E+02, 4.127E+02, 1.352E+02, 3.990E+01, 0.000E+00, 7.770E+03, 3.567E+01, 1.803E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.161E+04
   10, 2.914E+01, 5.885E+02, 2.805E+02, 4.793E+02, 3.917E+02, 1.378E+02, 3.295E+01, 0.000E+00, 7.648E+03, 2.607E+01, 1.996E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.161E+04
   11, 3.514E+01, 6.620E+02, 2.724E+02, 3.977E+02, 3.856E+02, 1.339E+02, 2.627E+01, 0.000E+00, 7.332E+03, 3.585E+01, 2.328E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.161E+04
   12, 3.495E+01, 5.971E+02, 2.740E+02, 4.064E+02, 4.024E+02, 1.335E+02, 2.238E+01, 0.000E+00, 7.379E+03, 4.089E+01, 2.319E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.161E+04
   13, 3.393E+01, 6.238E+02, 2.755E+02, 4.035E+02, 4.026E+02, 1.331E+02, 2.256E+01, 0.000E+00, 7.332E+03, 4.106E+01, 2.341E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.161E+04
   14, 3.473E+01, 6.815E+02, 2.745E+02, 4.390E+02, 4.009E+02, 1.274E+02, 4.809E+01, 0.000E+00, 6.962E+03, 3.388E+01, 2.608E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.161E+04
   15, 3.316E+01, 5.311E+02, 2.791E+02, 5.172E+02, 4.030E+02, 1.406E+02, 7.643E+01, 0.000E+00, 8.034E+03, 9.121E+00, 1.586E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.161E+04
   16, 3.955E+01, 4.757E+02, 2.239E+02, 3.755E+02, 3.490E+02, 1.178E+02, 7.799E+01, 0.000E+00, 8.032E+03, 1.193E+01, 1.906E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.161E+04
   17, 5.209E+01, 4.901E+02, 2.318E+02, 3.781E+02, 3.641E+02, 1.238E+02, 7.533E+01, 0.000E+00, 8.185E+03, 2.136E+01, 1.688E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.161E+04
   18, 5.287E+01, 4.849E+02, 2.249E+02, 3.766E+02, 3.579E+02, 1.193E+02, 7.826E+01, 0.000E+00, 8.002E+03, 2.469E+01, 1.888E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.161E+04
   19, 5.100E+01, 4.368E+02, 2.290E+02, 3.871E+02, 3.354E+02, 1.204E+02, 1.170E+02, 0.000E+00, 8.127E+03, 2.258E+01, 1.783E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.161E+04
   20, 3.843E+01, 5.152E+02, 2.689E+02, 4.413E+02, 3.844E+02, 1.328E+02, 1.180E+02, 0.000E+00, 7.875E+03, 7.604E+00, 1.828E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.161E+04
   21, 4.381E+01, 5.859E+02, 2.655E+02, 4.042E+02, 3.949E+02, 1.332E+02, 1.007E+02, 0.000E+00, 7.626E+03, 1.341E+01, 2.042E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.161E+04
   22, 4.087E+01, 5.646E+02, 2.690E+02, 4.120E+02, 3.947E+02, 1.330E+02, 8.412E+01, 0.000E+00, 7.629E+03, 1.694E+01, 2.066E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.161E+04
   23, 3.458E+01, 5.604E+02, 2.689E+02, 4.065E+02, 3.901E+02, 1.320E+02, 8.428E+01, 0.000E+00, 7.640E+03, 1.764E+01, 2.075E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.161E+04
   24, 4.505E+01, 5.921E+02, 2.679E+02, 4.193E+02, 3.806E+02, 1.297E+02, 1.268E+02, 0.000E+00, 7.681E+03, 1.766E+01, 1.949E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.161E+04
   25, 3.194E+01, 4.982E+02, 2.812E+02, 4.457E+02, 3.616E+02, 1.343E+02, 8.314E+01, 0.000E+00, 8.067E+03, 2.523E+01, 1.682E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.161E+04
   26, 3.844E+01, 5.033E+02, 2.791E+02, 3.804E+02, 3.779E+02, 1.325E+02, 4.513E+01, 0.000E+00, 7.897E+03, 3.473E+01, 1.921E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.161E+04
   27, 3.373E+01, 5.165E+02, 2.805E+02, 3.900E+02, 3.861E+02, 1.333E+02, 4.597E+01, 0.000E+00, 7.876E+03, 4.170E+01, 1.906E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.161E+04
   28, 3.223E+01, 5.358E+02, 2.826E+02, 4.100E+02, 3.818E+02, 1.300E+02, 5.200E+01, 0.000E+00, 7.846E+03, 4.151E+01, 1.898E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.161E+04
   29, 3.389E+01, 5.602E+02, 2.787E+02, 4.147E+02, 3.812E+02, 1.295E+02, 6.665E+01, 0.000E+00, 7.803E+03, 3.339E+01, 1.908E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.161E+04
   30, 4.027E+01, 6.074E+02, 2.709E+02, 4.807E+02, 3.653E+02, 1.375E+02, 5.604E+01, 0.000E+00, 7.392E+03, 2.392E+01, 2.236E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.161E+04
   31, 4.615E+01, 5.946E+02, 2.595E+02, 3.621E+02, 3.614E+02, 1.312E+02, 4.618E+01, 0.000E+00, 7.496E+03, 3.147E+01, 2.281E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.161E+04
   32, 4.802E+01, 6.305E+02, 2.609E+02, 3.864E+02, 3.709E+02, 1.317E+02, 3.915E+01, 0.000E+00, 7.120E+03, 3.787E+01, 2.584E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.161E+04
