Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,VEGE,Total T_USED (s)
   10, 1.053E+01, 5.824E+02, 2.751E+02, 4.668E+02, 3.777E+02, 1.341E+02, 5.689E+01, 0.000E+00, 1.821E+04, 2.322E+01, 1.696E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.183E+04
   11, 1.840E+01, 6.566E+02, 2.680E+02, 3.807E+02, 3.741E+02, 1.326E+02, 3.758E+01, 0.000E+00, 1.748E+04, 3.339E+01, 2.446E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.183E+04
   12, 2.269E+01, 5.587E+02, 2.685E+02, 3.947E+02, 3.937E+02, 1.339E+02, 1.131E+01, 0.000E+00, 1.775E+04, 4.135E+01, 2.256E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.183E+04
   13, 1.521E+01, 6.714E+02, 2.711E+02, 3.987E+02, 3.957E+02, 1.311E+02, 1.218E+01, 0.000E+00, 1.732E+04, 4.192E+01, 2.573E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.183E+04
   14, 1.609E+01, 6.775E+02, 2.677E+02, 4.296E+02, 3.957E+02, 1.265E+02, 7.996E+01, 0.000E+00, 1.752E+04, 3.317E+01, 2.286E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.183E+04
   15, 1.544E+01, 5.063E+02, 2.759E+02, 5.219E+02, 3.979E+02, 1.409E+02, 1.276E+02, 0.000E+00, 1.892E+04, 8.435E+00, 9.150E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.183E+04
   16, 2.542E+01, 4.691E+02, 2.076E+02, 3.672E+02, 3.374E+02, 1.148E+02, 1.182E+02, 0.000E+00, 1.832E+04, 1.171E+01, 1.861E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.183E+04
   17, 4.777E+01, 4.746E+02, 2.095E+02, 3.675E+02, 3.458E+02, 1.185E+02, 1.247E+02, 0.000E+00, 1.829E+04, 2.611E+01, 1.821E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.183E+04
   18, 4.656E+01, 4.391E+02, 2.085E+02, 3.683E+02, 3.488E+02, 1.162E+02, 1.215E+02, 0.000E+00, 1.843E+04, 2.773E+01, 1.726E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.183E+04
   19, 3.528E+01, 4.163E+02, 2.147E+02, 3.608E+02, 3.292E+02, 1.181E+02, 2.125E+02, 0.000E+00, 1.869E+04, 2.390E+01, 1.429E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.183E+04
   20, 1.926E+01, 4.961E+02, 2.668E+02, 4.591E+02, 3.792E+02, 1.323E+02, 1.899E+02, 0.000E+00, 1.873E+04, 7.099E+00, 1.152E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.183E+04
   21, 2.247E+01, 4.944E+02, 2.582E+02, 3.956E+02, 3.925E+02, 1.312E+02, 1.156E+02, 0.000E+00, 1.846E+04, 1.147E+01, 1.546E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.183E+04
   22, 2.043E+01, 5.143E+02, 2.660E+02, 3.929E+02, 3.962E+02, 1.335E+02, 9.132E+01, 0.000E+00, 1.836E+04, 1.626E+01, 1.639E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.183E+04
   23, 1.994E+01, 5.136E+02, 2.674E+02, 3.951E+02, 3.940E+02, 1.330E+02, 8.975E+01, 0.000E+00, 1.837E+04, 1.720E+01, 1.632E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.183E+04
   24, 2.600E+01, 5.432E+02, 2.641E+02, 4.239E+02, 3.821E+02, 1.280E+02, 1.931E+02, 0.000E+00, 1.819E+04, 1.756E+01, 1.658E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.183E+04
   25, 1.189E+01, 4.933E+02, 2.788E+02, 4.464E+02, 3.587E+02, 1.353E+02, 1.191E+02, 0.000E+00, 1.886E+04, 2.379E+01, 1.099E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.183E+04
   26, 1.937E+01, 4.953E+02, 2.738E+02, 3.694E+02, 3.674E+02, 1.319E+02, 4.276E+01, 0.000E+00, 1.873E+04, 3.425E+01, 1.370E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.183E+04
   27, 2.117E+01, 4.977E+02, 2.771E+02, 3.823E+02, 3.834E+02, 1.340E+02, 4.021E+01, 0.000E+00, 1.872E+04, 4.055E+01, 1.330E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.183E+04
   28, 1.681E+01, 4.942E+02, 2.764E+02, 4.020E+02, 3.829E+02, 1.295E+02, 6.315E+01, 0.000E+00, 1.856E+04, 4.178E+01, 1.460E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.183E+04
   29, 1.796E+01, 5.278E+02, 2.737E+02, 4.103E+02, 3.833E+02, 1.295E+02, 8.629E+01, 0.000E+00, 1.839E+04, 3.229E+01, 1.574E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.183E+04
   30, 1.974E+01, 5.570E+02, 2.649E+02, 4.500E+02, 3.556E+02, 1.357E+02, 7.398E+01, 0.000E+00, 1.769E+04, 2.340E+01, 2.261E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.183E+04
   31, 2.694E+01, 5.836E+02, 2.559E+02, 3.728E+02, 3.660E+02, 1.300E+02, 4.933E+01, 0.000E+00, 1.746E+04, 3.146E+01, 2.549E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.183E+04
   32, 2.927E+01, 6.053E+02, 2.584E+02, 3.796E+02, 3.732E+02, 1.318E+02, 1.777E+01, 0.000E+00, 1.715E+04, 3.892E+01, 2.849E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.183E+04
   33, 2.433E+01, 5.907E+02, 2.596E+02, 3.818E+02, 3.736E+02, 1.286E+02, 1.675E+01, 0.000E+00, 1.717E+04, 3.960E+01, 2.849E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.183E+04
   34, 2.644E+01, 6.799E+02, 2.574E+02, 4.171E+02, 3.685E+02, 1.282E+02, 1.058E+02, 0.000E+00, 1.687E+04, 2.993E+01, 2.947E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.183E+04
   35, 1.964E+01, 5.098E+02, 2.665E+02, 4.577E+02, 3.705E+02, 1.298E+02, 1.860E+02, 0.000E+00, 1.859E+04, 8.568E+00, 1.296E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.183E+04
   36, 3.578E+01, 4.393E+02, 1.910E+02, 3.185E+02, 3.143E+02, 1.101E+02, 1.363E+02, 0.000E+00, 1.790E+04, 1.295E+01, 2.374E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.183E+04
   37, 5.756E+01, 4.024E+02, 1.920E+02, 3.279E+02, 3.237E+02, 1.144E+02, 1.335E+02, 0.000E+00, 1.806E+04, 2.329E+01, 2.198E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.183E+04
   38, 5.705E+01, 4.371E+02, 1.946E+02, 3.287E+02, 3.265E+02, 1.125E+02, 1.366E+02, 0.000E+00, 1.791E+04, 2.944E+01, 2.294E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.183E+04
   39, 4.555E+01, 3.964E+02, 1.963E+02, 3.147E+02, 3.009E+02, 1.136E+02, 2.350E+02, 0.000E+00, 1.824E+04, 2.365E+01, 1.964E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.183E+04
