s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_REAC_FUEL,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000,-2.5319158E-005,-1.2685425E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.5320427E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0015014E+000, 3.7744565E+001,-1.2828680E+001, 5.1682234E-001,-3.4064945E-001,-7.2177206E-002, 0.0000000E+000, 0.0000000E+000, 2.4510300E+001, 2.5019881E+001, 0.0000000E+000, 1.0839968E-003, 0.0000000E+000
 2.0005639E+000, 9.7082282E+001,-3.1263138E+001,-4.6030071E-001,-5.9268349E-001,-2.1018280E-001, 0.0000000E+000, 0.0000000E+000, 6.4638661E+001, 6.4555977E+001, 0.0000000E+000, 2.1964212E-003, 0.0000000E+000
 3.0015209E+000, 1.1800308E+002,-3.8258119E+001,-8.2225927E+001,-7.9338179E-001,-2.5878931E-001, 0.0000000E+000, 0.0000000E+000,-3.0053872E+000,-3.5331343E+000, 0.0000000E+000, 2.4247906E-003, 0.0000000E+000
 4.0010643E+000, 1.1586898E+002,-3.7433316E+001,-6.3887155E+001,-6.8455743E-001,-2.5645125E-001, 0.0000000E+000, 0.0000000E+000, 1.4081734E+001, 1.3607498E+001, 0.0000000E+000, 2.4580094E-003, 0.0000000E+000
 5.0013728E+000, 1.1710341E+002,-3.7954997E+001,-8.8797013E+001,-7.0087681E-001,-2.5563905E-001, 0.0000000E+000, 0.0000000E+000,-9.9803269E+000,-1.0605120E+001, 0.0000000E+000, 2.4625452E-003, 0.0000000E+000
 6.0004821E+000, 1.2039882E+002,-3.8878556E+001,-8.4959354E+001,-7.4039738E-001,-2.5971290E-001, 0.0000000E+000, 0.0000000E+000,-3.7851801E+000,-4.4391996E+000, 0.0000000E+000, 2.4631602E-003, 0.0000000E+000
 7.0007362E+000, 1.2002064E+002,-3.8821045E+001,-7.3285825E+001,-6.9886790E-001,-2.5796419E-001, 0.0000000E+000, 0.0000000E+000, 7.3557847E+000, 6.9569420E+000, 0.0000000E+000, 2.4632435E-003, 0.0000000E+000
 8.0004168E+000, 1.1623528E+002,-3.7569843E+001,-8.2505393E+001,-6.4800074E-001,-2.4748784E-001, 0.0000000E+000, 0.0000000E+000,-4.1890604E+000,-4.7354440E+000, 0.0000000E+000, 2.4632547E-003, 0.0000000E+000
 9.0010509E+000, 1.1908003E+002,-3.8477816E+001,-8.1027296E+001,-6.7162724E-001,-2.5120553E-001, 0.0000000E+000, 0.0000000E+000,-9.0903984E-001,-1.3479169E+000, 0.0000000E+000, 2.4632563E-003, 0.0000000E+000
 1.0001386E+001, 1.1953237E+002,-3.8819224E+001,-8.7791096E+001,-7.4180192E-001,-2.6176621E-001, 0.0000000E+000, 0.0000000E+000,-7.5034746E+000,-8.0815151E+000, 0.0000000E+000, 2.4632565E-003, 0.0000000E+000
 1.1001944E+001, 1.1769785E+002,-3.8112468E+001,-6.9255948E+001,-7.1519343E-001,-2.5576733E-001, 0.0000000E+000, 0.0000000E+000, 9.8385186E+000, 9.3584699E+000, 0.0000000E+000, 2.4632565E-003, 0.0000000E+000
 1.2000749E+001, 1.1873977E+002,-3.8362130E+001,-7.5818322E+001,-6.8399615E-001,-2.5362336E-001, 0.0000000E+000, 0.0000000E+000, 4.2245622E+000, 3.6216997E+000, 0.0000000E+000, 2.4632565E-003, 0.0000000E+000
 1.3000195E+001, 1.1919264E+002,-3.8633868E+001,-8.1432947E+001,-6.8883921E-001,-2.5632891E-001, 0.0000000E+000, 0.0000000E+000,-1.2840877E+000,-1.8193438E+000, 0.0000000E+000, 2.4632565E-003, 0.0000000E+000
 1.4000662E+001, 1.1785744E+002,-3.8132483E+001,-7.9861549E+001,-7.2130164E-001,-2.5112877E-001, 0.0000000E+000, 0.0000000E+000,-5.2095961E-001,-1.1090277E+000, 0.0000000E+000, 2.4632565E-003, 0.0000000E+000
 1.5000000E+001, 1.2194702E+002,-3.9499037E+001,-8.6218129E+001,-6.7641088E-001,-2.6006122E-001, 0.0000000E+000, 0.0000000E+000,-4.0958822E+000,-4.7066171E+000, 0.0000000E+000, 2.4632565E-003, 0.0000000E+000
