Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,VEGE,Total T_USED (s)
   29, 3.066E+01, 7.107E+02, 2.871E+02, 4.552E+02, 4.210E+02, 1.417E+02, 3.697E+01, 0.000E+00, 2.024E+02, 3.462E+01, 3.340E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.654E+03
   30, 3.063E+01, 6.944E+02, 2.803E+02, 5.023E+02, 4.047E+02, 1.421E+02, 3.265E+01, 0.000E+00, 1.966E+02, 2.476E+01, 3.459E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.654E+03
   31, 3.455E+01, 6.737E+02, 2.674E+02, 4.569E+02, 4.014E+02, 1.398E+02, 3.465E+01, 0.000E+00, 1.865E+02, 3.322E+01, 4.262E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.654E+03
   32, 3.446E+01, 6.808E+02, 2.726E+02, 4.443E+02, 4.061E+02, 1.413E+02, 3.497E+01, 0.000E+00, 1.857E+02, 4.152E+01, 4.127E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.654E+03
   33, 3.351E+01, 6.679E+02, 2.774E+02, 5.059E+02, 4.227E+02, 1.413E+02, 3.502E+01, 0.000E+00, 2.060E+02, 4.067E+01, 3.238E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.654E+03
   34, 3.667E+01, 6.803E+02, 2.718E+02, 4.619E+02, 4.075E+02, 1.367E+02, 3.998E+01, 0.000E+00, 1.866E+02, 3.212E+01, 4.008E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.654E+03
   35, 3.484E+01, 7.274E+02, 2.805E+02, 4.672E+02, 4.133E+02, 1.423E+02, 4.098E+01, 0.000E+00, 1.978E+02, 1.086E+01, 3.392E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.654E+03
   36, 4.555E+01, 5.682E+02, 2.131E+02, 3.658E+02, 3.519E+02, 1.138E+02, 5.408E+01, 0.000E+00, 1.587E+02, 1.323E+01, 7.701E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.654E+03
   37, 5.387E+01, 5.661E+02, 2.153E+02, 3.666E+02, 3.454E+02, 1.174E+02, 5.344E+01, 0.000E+00, 1.609E+02, 2.648E+01, 7.487E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.654E+03
   38, 5.161E+01, 5.656E+02, 2.146E+02, 3.484E+02, 3.581E+02, 1.135E+02, 5.395E+01, 0.000E+00, 1.594E+02, 2.851E+01, 7.607E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.654E+03
   39, 5.653E+01, 5.590E+02, 2.167E+02, 3.642E+02, 3.207E+02, 1.141E+02, 5.947E+01, 0.000E+00, 1.666E+02, 2.466E+01, 7.724E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.654E+03
