Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,VEGE,Total T_USED (s)
   10, 2.235E+01, 4.706E+02, 2.104E+02, 4.263E+02, 3.477E+02, 1.081E+02, 2.678E+01, 0.000E+00, 1.452E+02, 1.946E+01, 2.496E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.026E+03
   11, 2.648E+01, 4.536E+02, 1.988E+02, 3.028E+02, 3.198E+02, 1.028E+02, 2.968E+01, 0.000E+00, 1.326E+02, 2.577E+01, 4.341E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.026E+03
   12, 2.702E+01, 4.620E+02, 2.059E+02, 3.943E+02, 3.599E+02, 1.056E+02, 2.897E+01, 0.000E+00, 1.371E+02, 3.098E+01, 2.747E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.026E+03
   13, 2.709E+01, 4.501E+02, 2.035E+02, 3.151E+02, 3.257E+02, 1.008E+02, 2.959E+01, 0.000E+00, 1.372E+02, 3.070E+01, 4.067E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.026E+03
   14, 2.709E+01, 4.696E+02, 2.027E+02, 3.752E+02, 3.552E+02, 1.012E+02, 3.354E+01, 0.000E+00, 1.384E+02, 2.572E+01, 2.977E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.026E+03
   15, 2.499E+01, 4.956E+02, 2.130E+02, 3.525E+02, 3.438E+02, 1.066E+02, 3.438E+01, 0.000E+00, 1.434E+02, 7.100E+00, 3.050E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.026E+03
   16, 3.602E+01, 3.884E+02, 1.705E+02, 3.113E+02, 3.016E+02, 8.780E+01, 4.240E+01, 0.000E+00, 1.200E+02, 9.346E+00, 5.591E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.026E+03
   17, 4.091E+01, 3.857E+02, 1.701E+02, 3.042E+02, 3.202E+02, 9.009E+01, 4.211E+01, 0.000E+00, 1.182E+02, 1.692E+01, 5.380E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.026E+03
   18, 4.383E+01, 3.871E+02, 1.705E+02, 3.039E+02, 3.035E+02, 8.986E+01, 4.250E+01, 0.000E+00, 1.199E+02, 2.212E+01, 5.431E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.026E+03
   19, 4.465E+01, 3.507E+02, 1.524E+02, 2.667E+02, 2.806E+02, 8.643E+01, 4.731E+01, 0.000E+00, 1.233E+02, 1.852E+01, 6.558E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.026E+03
   20, 3.226E+01, 4.651E+02, 2.064E+02, 3.694E+02, 3.357E+02, 1.122E+02, 3.120E+01, 0.000E+00, 1.551E+02, 6.137E+00, 3.128E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.026E+03
   21, 3.480E+01, 4.527E+02, 2.018E+02, 3.199E+02, 3.317E+02, 1.056E+02, 3.172E+01, 0.000E+00, 1.393E+02, 9.030E+00, 3.998E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.026E+03
   22, 3.203E+01, 4.727E+02, 2.074E+02, 3.350E+02, 3.455E+02, 1.087E+02, 3.135E+01, 0.000E+00, 1.426E+02, 1.309E+01, 3.380E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.026E+03
   23, 3.116E+01, 4.676E+02, 2.074E+02, 3.074E+02, 3.314E+02, 1.068E+02, 3.164E+01, 0.000E+00, 1.455E+02, 1.324E+01, 3.843E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.026E+03
   24, 3.532E+01, 4.731E+02, 2.034E+02, 3.315E+02, 3.338E+02, 1.051E+02, 3.508E+01, 0.000E+00, 1.400E+02, 1.548E+01, 3.536E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.026E+03
   25, 2.616E+01, 4.483E+02, 2.151E+02, 3.436E+02, 3.155E+02, 1.061E+02, 2.726E+01, 0.000E+00, 1.711E+02, 1.997E+01, 3.532E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.026E+03
   26, 2.845E+01, 4.509E+02, 2.122E+02, 3.653E+02, 3.408E+02, 1.071E+02, 2.699E+01, 0.000E+00, 1.627E+02, 2.711E+01, 3.048E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.026E+03
   27, 2.866E+01, 4.355E+02, 2.104E+02, 3.115E+02, 3.181E+02, 1.060E+02, 2.778E+01, 0.000E+00, 1.649E+02, 3.159E+01, 3.919E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.026E+03
   28, 2.874E+01, 4.497E+02, 2.144E+02, 3.645E+02, 3.400E+02, 1.051E+02, 2.851E+01, 0.000E+00, 1.627E+02, 3.222E+01, 3.004E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.026E+03
   29, 3.036E+01, 4.393E+02, 2.090E+02, 3.481E+02, 3.371E+02, 1.051E+02, 3.089E+01, 0.000E+00, 1.725E+02, 2.540E+01, 3.286E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.026E+03
   30, 3.081E+01, 4.511E+02, 2.044E+02, 3.998E+02, 3.265E+02, 1.080E+02, 2.733E+01, 0.000E+00, 1.436E+02, 1.916E+01, 3.157E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.026E+03
   31, 3.375E+01, 4.359E+02, 1.859E+02, 3.065E+02, 3.070E+02, 1.037E+02, 3.082E+01, 0.000E+00, 1.338E+02, 2.391E+01, 4.650E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.026E+03
   32, 3.537E+01, 4.498E+02, 2.004E+02, 3.712E+02, 3.368E+02, 1.059E+02, 2.868E+01, 0.000E+00, 1.356E+02, 2.935E+01, 3.333E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.026E+03
   33, 3.478E+01, 4.285E+02, 1.900E+02, 3.157E+02, 3.087E+02, 1.021E+02, 2.954E+01, 0.000E+00, 1.368E+02, 2.751E+01, 4.528E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.026E+03
   34, 3.642E+01, 4.488E+02, 2.003E+02, 3.703E+02, 3.342E+02, 1.033E+02, 3.204E+01, 0.000E+00, 1.345E+02, 2.251E+01, 3.441E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.026E+03
   35, 3.370E+01, 4.517E+02, 2.062E+02, 3.349E+02, 3.154E+02, 1.050E+02, 3.378E+01, 0.000E+00, 1.409E+02, 7.682E+00, 3.972E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.026E+03
   36, 4.331E+01, 3.738E+02, 1.625E+02, 2.943E+02, 2.862E+02, 8.550E+01, 4.445E+01, 0.000E+00, 1.200E+02, 1.101E+01, 6.053E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.026E+03
   37, 4.903E+01, 3.715E+02, 1.580E+02, 2.910E+02, 2.946E+02, 8.913E+01, 4.438E+01, 0.000E+00, 1.185E+02, 1.643E+01, 5.938E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.026E+03
   38, 5.258E+01, 3.764E+02, 1.614E+02, 2.883E+02, 2.901E+02, 9.208E+01, 4.432E+01, 0.000E+00, 1.205E+02, 2.007E+01, 5.806E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.026E+03
   39, 5.070E+01, 3.315E+02, 1.265E+02, 2.493E+02, 2.516E+02, 8.357E+01, 4.931E+01, 0.000E+00, 1.208E+02, 1.690E+01, 7.462E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.026E+03
