Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,VEGE,Total T_USED (s)
   30, 4.547E+01, 5.690E+02, 2.656E+02, 4.421E+02, 3.383E+02, 1.308E+02, 1.139E+02, 0.000E+00, 1.090E+04, 2.218E+01, 6.294E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.912E+04
   31, 6.317E+01, 6.119E+02, 2.573E+02, 3.792E+02, 3.357E+02, 1.328E+02, 9.726E+01, 0.000E+00, 1.072E+04, 3.854E+01, 6.481E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.912E+04
   32, 6.037E+01, 6.150E+02, 2.583E+02, 3.680E+02, 3.355E+02, 1.313E+02, 8.761E+01, 0.000E+00, 1.055E+04, 3.990E+01, 6.667E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.912E+04
   33, 5.802E+01, 5.886E+02, 2.607E+02, 3.992E+02, 3.496E+02, 1.285E+02, 8.744E+01, 0.000E+00, 1.060E+04, 3.827E+01, 6.607E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.912E+04
   34, 5.350E+01, 6.733E+02, 2.590E+02, 4.103E+02, 3.373E+02, 1.283E+02, 1.360E+02, 0.000E+00, 1.027E+04, 3.262E+01, 6.814E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.912E+04
   35, 4.322E+01, 5.041E+02, 2.645E+02, 4.423E+02, 3.482E+02, 1.286E+02, 1.645E+02, 0.000E+00, 1.155E+04, 7.736E+00, 5.668E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.912E+04
   36, 6.512E+01, 4.430E+02, 1.957E+02, 3.103E+02, 2.716E+02, 1.141E+02, 1.490E+02, 0.000E+00, 1.117E+04, 7.628E+00, 6.387E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.912E+04
   37, 7.449E+01, 4.466E+02, 1.931E+02, 3.193E+02, 2.654E+02, 1.126E+02, 1.585E+02, 0.000E+00, 1.115E+04, 1.286E+01, 6.386E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.912E+04
   38, 7.999E+01, 4.533E+02, 1.981E+02, 3.242E+02, 2.715E+02, 1.133E+02, 1.560E+02, 0.000E+00, 1.114E+04, 1.613E+01, 6.364E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.912E+04
   39, 7.834E+01, 4.005E+02, 1.992E+02, 3.076E+02, 2.547E+02, 1.127E+02, 2.217E+02, 0.000E+00, 1.135E+04, 1.126E+01, 6.178E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.912E+04
