Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 1.319E+01, 5.157E+02, 2.809E+02, 5.201E+02, 4.036E+02, 1.444E+02, 7.363E+01, 0.000E+00, 5.962E+03, 7.748E+00, 3.710E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.292E+03
    1, 1.526E+01, 5.531E+02, 2.770E+02, 4.695E+02, 4.175E+02, 1.402E+02, 4.607E+01, 0.000E+00, 5.839E+03, 1.082E+01, 5.239E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.292E+03
    2, 1.592E+01, 5.558E+02, 2.798E+02, 4.811E+02, 4.203E+02, 1.408E+02, 3.808E+01, 0.000E+00, 5.798E+03, 1.636E+01, 5.461E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.292E+03
    3, 1.541E+01, 6.160E+02, 2.805E+02, 4.778E+02, 4.195E+02, 1.415E+02, 3.968E+01, 0.000E+00, 5.649E+03, 1.718E+01, 6.360E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.292E+03
    4, 1.986E+01, 5.934E+02, 2.781E+02, 5.012E+02, 4.071E+02, 1.368E+02, 8.072E+01, 0.000E+00, 5.801E+03, 1.537E+01, 4.590E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.292E+03
    5, 9.015E+00, 5.428E+02, 2.892E+02, 5.200E+02, 3.991E+02, 1.468E+02, 3.045E+01, 0.000E+00, 5.875E+03, 2.709E+01, 4.527E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.292E+03
    6, 1.008E+01, 5.130E+02, 2.905E+02, 4.175E+02, 3.904E+02, 1.381E+02, 1.151E+01, 0.000E+00, 5.927E+03, 3.827E+01, 5.558E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.292E+03
    7, 1.286E+01, 5.506E+02, 2.903E+02, 4.181E+02, 3.908E+02, 1.379E+02, 1.162E+01, 0.000E+00, 5.832E+03, 4.376E+01, 6.040E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.292E+03
    8, 1.230E+01, 5.471E+02, 2.916E+02, 4.722E+02, 4.073E+02, 1.370E+02, 1.538E+01, 0.000E+00, 5.794E+03, 4.494E+01, 5.702E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.292E+03
    9, 1.464E+01, 6.030E+02, 2.877E+02, 4.490E+02, 4.051E+02, 1.380E+02, 2.253E+01, 0.000E+00, 5.725E+03, 3.539E+01, 6.119E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.292E+03
   10, 1.099E+01, 5.841E+02, 2.790E+02, 4.861E+02, 3.853E+02, 1.421E+02, 1.858E+01, 0.000E+00, 5.650E+03, 2.608E+01, 7.101E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.292E+03
   11, 1.734E+01, 6.668E+02, 2.691E+02, 4.035E+02, 3.844E+02, 1.367E+02, 1.551E+01, 0.000E+00, 5.177E+03, 3.590E+01, 1.185E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.292E+03
   12, 1.926E+01, 5.897E+02, 2.749E+02, 4.082E+02, 3.946E+02, 1.386E+02, 1.184E+01, 0.000E+00, 5.441E+03, 4.140E+01, 9.724E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.292E+03
   13, 1.471E+01, 6.369E+02, 2.779E+02, 4.401E+02, 4.026E+02, 1.365E+02, 1.048E+01, 0.000E+00, 5.270E+03, 4.252E+01, 1.060E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.292E+03
   14, 1.590E+01, 6.745E+02, 2.743E+02, 4.349E+02, 3.958E+02, 1.304E+02, 3.164E+01, 0.000E+00, 5.178E+03, 3.377E+01, 1.123E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.292E+03
   15, 1.531E+01, 5.723E+02, 2.789E+02, 5.190E+02, 4.018E+02, 1.434E+02, 6.343E+01, 0.000E+00, 5.771E+03, 8.693E+00, 5.187E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.292E+03
   16, 2.498E+01, 4.572E+02, 2.213E+02, 3.893E+02, 3.511E+02, 1.198E+02, 6.556E+01, 0.000E+00, 5.780E+03, 1.273E+01, 8.705E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.292E+03
   17, 3.750E+01, 5.027E+02, 2.183E+02, 3.792E+02, 3.482E+02, 1.217E+02, 6.424E+01, 0.000E+00, 5.524E+03, 2.590E+01, 1.071E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.292E+03
   18, 3.634E+01, 5.005E+02, 2.212E+02, 3.758E+02, 3.553E+02, 1.191E+02, 6.158E+01, 0.000E+00, 5.588E+03, 2.751E+01, 1.007E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.292E+03
   19, 3.415E+01, 4.760E+02, 2.285E+02, 3.893E+02, 3.329E+02, 1.216E+02, 1.071E+02, 0.000E+00, 5.761E+03, 2.551E+01, 8.162E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.292E+03
   20, 1.926E+01, 5.090E+02, 2.652E+02, 4.421E+02, 3.764E+02, 1.325E+02, 9.926E+01, 0.000E+00, 5.804E+03, 7.036E+00, 6.376E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.292E+03
   21, 2.411E+01, 5.464E+02, 2.607E+02, 4.001E+02, 3.894E+02, 1.319E+02, 6.810E+01, 0.000E+00, 5.708E+03, 1.340E+01, 7.500E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.292E+03
   22, 2.143E+01, 5.278E+02, 2.672E+02, 4.093E+02, 3.924E+02, 1.337E+02, 6.151E+01, 0.000E+00, 5.711E+03, 1.754E+01, 7.504E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.292E+03
   23, 2.165E+01, 6.467E+02, 2.691E+02, 4.117E+02, 3.871E+02, 1.342E+02, 6.137E+01, 0.000E+00, 5.444E+03, 1.914E+01, 8.974E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.292E+03
   24, 2.551E+01, 6.039E+02, 2.643E+02, 4.073E+02, 3.761E+02, 1.288E+02, 1.047E+02, 0.000E+00, 5.623E+03, 1.677E+01, 7.417E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.292E+03
   25, 1.258E+01, 4.870E+02, 2.769E+02, 4.547E+02, 3.585E+02, 1.350E+02, 4.668E+01, 0.000E+00, 5.891E+03, 2.412E+01, 6.060E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.292E+03
   26, 1.937E+01, 5.167E+02, 2.749E+02, 3.816E+02, 3.663E+02, 1.317E+02, 2.380E+01, 0.000E+00, 5.786E+03, 3.500E+01, 7.568E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.292E+03
   27, 2.007E+01, 5.002E+02, 2.776E+02, 4.006E+02, 3.835E+02, 1.328E+02, 2.365E+01, 0.000E+00, 5.815E+03, 4.176E+01, 6.969E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.292E+03
   28, 1.797E+01, 4.964E+02, 2.777E+02, 3.905E+02, 3.683E+02, 1.293E+02, 2.565E+01, 0.000E+00, 5.807E+03, 4.180E+01, 7.374E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.292E+03
   29, 1.959E+01, 6.071E+02, 2.741E+02, 4.181E+02, 3.761E+02, 1.292E+02, 4.868E+01, 0.000E+00, 5.653E+03, 3.189E+01, 7.347E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.292E+03
   30, 2.152E+01, 5.660E+02, 2.663E+02, 4.596E+02, 3.557E+02, 1.333E+02, 3.809E+01, 0.000E+00, 5.536E+03, 2.332E+01, 8.925E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.292E+03
   31, 2.821E+01, 5.905E+02, 2.576E+02, 3.831E+02, 3.641E+02, 1.298E+02, 2.569E+01, 0.000E+00, 5.454E+03, 3.243E+01, 1.027E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.292E+03
   32, 2.859E+01, 6.339E+02, 2.598E+02, 3.804E+02, 3.678E+02, 1.314E+02, 2.228E+01, 0.000E+00, 5.164E+03, 3.715E+01, 1.267E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.292E+03
   33, 2.683E+01, 5.876E+02, 2.625E+02, 4.031E+02, 3.708E+02, 1.318E+02, 2.196E+01, 0.000E+00, 5.311E+03, 3.775E+01, 1.139E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.292E+03
   34, 2.746E+01, 6.628E+02, 2.600E+02, 4.330E+02, 3.624E+02, 1.277E+02, 5.080E+01, 0.000E+00, 5.032E+03, 2.952E+01, 1.306E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.292E+03
